city,timestamp,aqi,pm25,pm10,no2,so2,o3,co,temp,humidity,wind_speed,hour,day,month,day_of_week,is_weekend,pollutant_sum,temp_humidity_index,wind_temp_ratio,aqi_change_rate,target_aqi
Karachi,2025-01-02 03:00:00+00:00,5,146.7,207.26,26.39,20.27,80.82,1335.14,0.0,0,0.0,3,2,1,3,False,1816.58,0.0,0.0,0.0,5.0
Karachi,2025-01-04 11:00:00+00:00,5,95.6,138.29,41.13,26.7,59.37,1655.58,0.0,0,0.0,11,4,1,5,True,2016.6699999999998,0.0,0.0,0.0,3.0
Karachi,2025-01-02 06:00:00+00:00,5,160.47,215.91,27.42,20.5,75.82,1455.31,0.0,0,0.0,6,2,1,3,False,1955.4299999999998,0.0,0.0,0.0,5.0
Karachi,2025-01-03 03:00:00+00:00,5,242.77,348.49,84.31,25.27,7.33,2990.72,0.0,0,0.0,3,3,1,4,False,3698.89,0.0,0.0,0.0,5.0
Karachi,2025-01-03 14:00:00+00:00,5,212.01,272.16,54.15,48.64,191.69,2029.42,0.0,0,0.0,14,3,1,4,False,2808.07,0.0,0.0,0.0,5.0
Karachi,2025-01-02 02:00:00+00:00,5,145.42,213.2,32.9,21.22,75.1,1468.66,0.0,0,0.0,2,2,1,3,False,1956.5,0.0,0.0,0.0,5.0
Karachi,2025-01-04 17:00:00+00:00,3,9.57,18.22,8.48,10.61,120.16,390.53,0.0,0,0.0,17,4,1,5,True,557.5699999999999,0.0,0.0,0.0,3.0
Karachi,2025-01-01 06:00:00+00:00,5,120.37,166.26,25.02,19.79,75.82,1295.09,0.0,0,0.0,6,1,1,2,False,1702.35,0.0,0.0,0.0,5.0
Karachi,2025-01-03 04:00:00+00:00,5,219.75,318.95,54.15,23.37,32.54,2323.15,0.0,0,0.0,4,3,1,4,False,2971.91,0.0,0.0,0.0,5.0
Karachi,2025-01-01 10:00:00+00:00,5,183.25,262.43,80.2,37.67,52.93,2937.32,0.0,0,0.0,10,1,1,2,False,3553.8,0.0,0.0,0.0,5.0
Karachi,2025-01-03 00:00:00+00:00,5,724.47,857.26,230.31,55.31,0.0,11428.83,0.0,0,0.0,0,3,1,4,False,13296.18,0.0,0.0,0.0,5.0
Karachi,2025-01-04 08:00:00+00:00,4,64.41,91.49,36.67,12.87,62.94,1214.98,0.0,0,0.0,8,4,1,5,True,1483.3600000000001,0.0,0.0,1.0,5.0
Karachi,2025-01-01 20:00:00+00:00,5,195.22,298.16,142.57,65.8,21.28,3738.4,0.0,0,0.0,20,1,1,2,False,4461.43,0.0,0.0,0.0,5.0
Karachi,2025-01-02 17:00:00+00:00,5,375.07,497.6,227.57,82.97,30.76,5393.98,0.0,0,0.0,17,2,1,3,False,6607.95,0.0,0.0,0.0,5.0
Karachi,2025-01-04 04:00:00+00:00,4,56.39,73.1,16.28,5.9,97.27,821.11,0.0,0,0.0,4,4,1,5,True,1070.05,0.0,0.0,-1.0,3.0
Karachi,2025-01-02 10:00:00+00:00,5,274.52,364.42,113.79,42.44,19.49,4592.9,0.0,0,0.0,10,2,1,3,False,5407.5599999999995,0.0,0.0,0.0,5.0
Karachi,2025-01-01 13:00:00+00:00,5,149.43,226.28,45.24,57.22,138.76,1708.98,0.0,0,0.0,13,1,1,2,False,2325.91,0.0,0.0,0.0,5.0
Karachi,2025-01-04 21:00:00+00:00,3,27.8,45.4,29.13,8.58,72.24,881.2,0.0,0,0.0,21,4,1,5,True,1064.35,0.0,0.0,1.0,3.0
Karachi,2025-01-03 18:00:00+00:00,5,133.97,169.36,26.39,16.69,171.66,1054.76,0.0,0,0.0,18,3,1,4,False,1572.83,0.0,0.0,0.0,5.0
Karachi,2025-01-02 14:00:00+00:00,5,212.91,299.07,67.86,73.43,138.76,2269.74,0.0,0,0.0,14,2,1,3,False,3061.7699999999995,0.0,0.0,0.0,5.0
Karachi,2025-01-04 01:00:00+00:00,5,147.55,185.93,40.1,12.28,97.27,1482.01,0.0,0,0.0,1,4,1,5,True,1965.1399999999999,0.0,0.0,0.0,5.0
Karachi,2026-04-24 18:00:00+00:00,3,33.11,67.46,0.09,0.29,49.18,107.01,0.0,0,0.0,18,24,4,4,False,257.14,0.0,0.0,0.0,3.0
Karachi,2026-04-22 16:00:00+00:00,4,28.66,105.54,0.05,0.28,49.13,99.05,0.0,0,0.0,16,22,4,2,False,282.71000000000004,0.0,0.0,0.0,4.0
Karachi,2026-04-30 15:00:00+00:00,3,34.98,91.75,0.06,0.37,58.97,108.32,0.0,0,0.0,15,30,4,3,False,294.45,0.0,0.0,0.0,3.0
Karachi,2026-01-29 20:00:00+00:00,4,47.21,101.75,1.21,6.11,145.71,291.29,0.0,0,0.0,20,29,1,3,False,593.28,0.0,0.0,0.0,4.0
Karachi,2026-03-30 20:00:00+00:00,3,11.66,36.29,0.27,0.87,127.84,122.02,0.0,0,0.0,20,30,3,0,False,298.95,0.0,0.0,0.0,3.0
Karachi,2026-04-08 17:00:00+00:00,4,26.69,82.34,0.13,0.82,141.72,134.33,0.0,0,0.0,17,8,4,2,False,386.03,0.0,0.0,0.0,4.0
Karachi,2026-04-16 16:00:00+00:00,3,26.16,76.1,0.06,0.21,77.13,113.35,0.0,0,0.0,16,16,4,3,False,293.01,0.0,0.0,0.0,3.0
Karachi,2026-02-04 19:00:00+00:00,5,75.6,146.22,2.72,7.09,155.96,364.73,0.0,0,0.0,19,4,2,2,False,752.32,0.0,0.0,0.0,4.0
Karachi,2026-05-01 07:00:00+00:00,4,37.77,114.35,0.13,0.53,73.94,105.45,0.0,0,0.0,7,1,5,4,False,332.17,0.0,0.0,0.0,4.0
Karachi,2026-01-26 04:00:00+00:00,3,35.59,87.68,1.29,5.06,126.75,310.05,0.0,0,0.0,4,26,1,0,False,566.4200000000001,0.0,0.0,0.0,3.0
Karachi,2026-01-18 05:00:00+00:00,3,8.51,28.33,0.15,0.56,111.31,118.27,0.0,0,0.0,5,18,1,6,True,267.13,0.0,0.0,0.0,3.0
Karachi,2026-05-09 06:00:00+00:00,3,16.01,65.94,0.07,0.3,57.22,95.58,0.0,0,0.0,6,9,5,5,True,235.12,0.0,0.0,0.0,3.0
Karachi,2026-03-22 05:00:00+00:00,3,23.34,53.58,0.06,0.11,63.65,109.51,0.0,0,0.0,5,22,3,6,True,250.25,0.0,0.0,0.0,3.0
Karachi,2026-03-28 02:00:00+00:00,1,5.17,13.85,0.06,0.19,42.55,88.08,0.0,0,0.0,2,28,3,5,True,149.89999999999998,0.0,0.0,0.0,1.0
Karachi,2026-03-20 03:00:00+00:00,2,20.76,35.35,0.18,0.25,80.07,124.88,0.0,0,0.0,3,20,3,4,False,261.49,0.0,0.0,0.0,2.0
Karachi,2026-01-27 02:00:00+00:00,3,46.38,99.45,1.72,9.14,135.04,345.32,0.0,0,0.0,2,27,1,1,False,637.05,0.0,0.0,-1.0,3.0
Karachi,2026-01-04 06:00:00+00:00,3,25.21,44.46,0.24,1.95,115.75,181.25,0.0,0,0.0,6,4,1,6,True,368.86,0.0,0.0,0.0,3.0
Karachi,2026-03-06 04:00:00+00:00,3,25.08,54.62,0.07,0.34,79.92,112.95,0.0,0,0.0,4,6,3,4,False,272.97999999999996,0.0,0.0,0.0,3.0
Karachi,2026-05-01 04:00:00+00:00,4,37.22,110.11,0.11,0.49,72.69,106.61,0.0,0,0.0,4,1,5,4,False,327.23,0.0,0.0,0.0,4.0
Karachi,2026-03-14 03:00:00+00:00,4,54.34,157.37,0.17,0.35,99.47,125.68,0.0,0,0.0,3,14,3,5,True,437.38,0.0,0.0,0.0,4.0
Karachi,2026-05-06 06:00:00+00:00,3,19.99,89.6,0.07,0.26,55.32,114.39,0.0,0,0.0,6,6,5,2,False,279.63,0.0,0.0,0.0,3.0
Karachi,2026-01-07 12:00:00+00:00,4,58.79,137.3,1.58,6.17,124.75,276.92,0.0,0,0.0,12,7,1,2,False,605.51,0.0,0.0,0.0,4.0
Karachi,2026-03-11 03:00:00+00:00,3,26.73,57.31,0.07,0.18,72.03,114.79,0.0,0,0.0,3,11,3,2,False,271.11,0.0,0.0,0.0,3.0
Karachi,2026-02-08 08:00:00+00:00,4,50.79,95.7,0.09,0.18,101.82,213.0,0.0,0,0.0,8,8,2,6,True,461.58000000000004,0.0,0.0,0.0,4.0
Karachi,2026-02-05 01:00:00+00:00,4,53.11,100.23,3.24,6.92,118.29,371.51,0.0,0,0.0,1,5,2,3,False,653.3,0.0,0.0,0.0,4.0
Karachi,2026-01-29 17:00:00+00:00,4,42.89,96.78,0.8,4.84,145.38,263.07,0.0,0,0.0,17,29,1,3,False,553.76,0.0,0.0,0.0,4.0
Karachi,2026-05-05 17:00:00+00:00,3,19.38,85.64,0.06,0.37,49.5,116.05,0.0,0,0.0,17,5,5,1,False,271.0,0.0,0.0,0.0,3.0
Karachi,2026-04-02 17:00:00+00:00,1,3.93,6.44,0.07,0.11,57.98,112.47,0.0,0,0.0,17,2,4,3,False,181.0,0.0,0.0,-1.0,1.0
Karachi,2026-01-23 07:00:00+00:00,3,4.16,22.13,0.27,0.32,106.84,153.28,0.0,0,0.0,7,23,1,4,False,287.0,0.0,0.0,0.0,3.0
Karachi,2026-01-15 14:00:00+00:00,2,12.91,29.23,0.05,0.13,95.7,131.01,0.0,0,0.0,14,15,1,3,False,269.03,0.0,0.0,0.0,2.0
Karachi,2026-05-06 15:00:00+00:00,3,18.01,78.54,0.03,0.29,52.54,109.27,0.0,0,0.0,15,6,5,2,False,258.68,0.0,0.0,0.0,3.0
Karachi,2026-01-21 11:00:00+00:00,3,14.6,39.58,0.09,0.32,102.81,121.65,0.0,0,0.0,11,21,1,2,False,279.05,0.0,0.0,0.0,3.0
Karachi,2026-05-12 12:00:00+00:00,3,21.5,76.28,0.06,0.34,65.84,92.52,0.0,0,0.0,12,12,5,1,False,256.54,0.0,0.0,0.0,3.0
Karachi,2026-04-11 17:00:00+00:00,3,27.17,77.9,0.08,0.27,92.0,136.75,0.0,0,0.0,17,11,4,5,True,334.17,0.0,0.0,0.0,3.0
Karachi,2026-04-27 15:00:00+00:00,3,29.78,74.04,0.06,0.32,65.53,106.41,0.0,0,0.0,15,27,4,0,False,276.14,0.0,0.0,0.0,3.0
Karachi,2026-03-10 14:00:00+00:00,3,25.28,69.52,0.05,0.29,83.77,121.25,0.0,0,0.0,14,10,3,1,False,300.15999999999997,0.0,0.0,0.0,3.0
Karachi,2026-01-15 05:00:00+00:00,2,12.59,34.09,0.09,0.11,97.03,135.44,0.0,0,0.0,5,15,1,3,False,279.35,0.0,0.0,0.0,2.0
Karachi,2026-02-11 14:00:00+00:00,5,109.13,222.5,1.55,8.23,177.0,523.75,0.0,0,0.0,14,11,2,2,False,1042.16,0.0,0.0,0.0,5.0
Karachi,2026-01-03 23:00:00+00:00,3,41.47,67.6,0.29,2.99,123.14,231.23,0.0,0,0.0,23,3,1,5,True,466.72,0.0,0.0,0.0,3.0
Karachi,2026-02-27 22:00:00+00:00,4,44.91,170.63,0.16,1.28,119.35,136.82,0.0,0,0.0,22,27,2,4,False,473.15,0.0,0.0,0.0,4.0
Karachi,2026-03-25 05:00:00+00:00,2,13.78,28.76,0.07,0.15,48.95,104.5,0.0,0,0.0,5,25,3,2,False,196.21,0.0,0.0,0.0,2.0
Karachi,2026-04-22 22:00:00+00:00,4,31.91,100.09,0.1,0.32,54.36,102.32,0.0,0,0.0,22,22,4,2,False,289.09999999999997,0.0,0.0,0.0,3.0
Karachi,2026-04-08 01:00:00+00:00,3,28.56,90.7,0.21,0.95,115.18,131.74,0.0,0,0.0,1,8,4,2,False,367.34000000000003,0.0,0.0,0.0,3.0
Karachi,2026-02-11 01:00:00+00:00,3,33.08,66.31,0.13,0.36,90.8,158.9,0.0,0,0.0,1,11,2,2,False,349.58000000000004,0.0,0.0,0.0,3.0
Karachi,2026-04-24 09:00:00+00:00,3,33.21,74.07,0.08,0.29,47.4,105.83,0.0,0,0.0,9,24,4,4,False,260.88,0.0,0.0,0.0,3.0
Karachi,2026-02-27 09:00:00+00:00,3,26.52,93.92,0.1,0.54,92.3,123.53,0.0,0,0.0,9,27,2,4,False,336.90999999999997,0.0,0.0,0.0,3.0
Karachi,2026-03-11 06:00:00+00:00,2,24.82,48.0,0.06,0.21,75.47,114.01,0.0,0,0.0,6,11,3,2,False,262.57,0.0,0.0,-1.0,2.0
Karachi,2026-04-22 07:00:00+00:00,3,23.45,87.14,0.08,0.22,51.7,98.78,0.0,0,0.0,7,22,4,2,False,261.37,0.0,0.0,0.0,3.0
Karachi,2026-04-08 23:00:00+00:00,4,27.18,83.94,0.17,0.81,143.23,137.93,0.0,0,0.0,23,8,4,2,False,393.26,0.0,0.0,0.0,4.0
Karachi,2026-03-25 02:00:00+00:00,2,11.76,22.14,0.08,0.16,47.41,105.57,0.0,0,0.0,2,25,3,2,False,187.11999999999998,0.0,0.0,0.0,2.0
Karachi,2026-01-18 11:00:00+00:00,3,12.34,44.63,0.16,0.38,111.12,120.21,0.0,0,0.0,11,18,1,6,True,288.84,0.0,0.0,0.0,3.0
Karachi,2026-03-27 20:00:00+00:00,1,4.05,10.72,0.05,0.13,40.5,92.88,0.0,0,0.0,20,27,3,4,False,148.32999999999998,0.0,0.0,0.0,1.0
Karachi,2026-03-14 12:00:00+00:00,4,48.08,125.11,0.06,0.33,82.52,121.55,0.0,0,0.0,12,14,3,5,True,377.65000000000003,0.0,0.0,0.0,4.0
Karachi,2026-01-26 20:00:00+00:00,4,56.89,119.66,0.94,5.37,151.64,317.96,0.0,0,0.0,20,26,1,0,False,652.46,0.0,0.0,0.0,4.0
Karachi,2026-03-22 11:00:00+00:00,2,21.75,46.77,0.04,0.09,63.68,109.64,0.0,0,0.0,11,22,3,6,True,241.97000000000003,0.0,0.0,0.0,2.0
Karachi,2026-02-02 08:00:00+00:00,4,44.48,112.09,2.17,8.35,109.45,311.7,0.0,0,0.0,8,2,2,0,False,588.24,0.0,0.0,1.0,4.0
